2985	88	2.5	1082514332
7302	222	5.0	1363942519
8729	82	2.0	1252283967
10853	17	3.0	1146066118
2230	27	3.0	987019600
3396	20	3.0	951710611
3324	108	4.5	1109289988
160	19	4.0	973080923
10051	29	2.0	899462753
5932	18	4.5	1158598917
10579	163	3.5	1412680006
9199	27	4.0	962690247
2627	95	4.0	1110147062
9586	61	2.0	1084356860
10267	17	2.5	1267393687
3934	34	2.0	941538819
5157	80	5.0	1075582736
8566	31	4.0	973820273
8015	13	5.0	974331424
3249	5	4.0	1105840903
1562	59	3.0	992027318
265	12	4.5	1074927902
7873	103	4.0	1297704917
826	12	5.0	1331951463
6488	129	4.0	1419566703
7377	9	3.5	1177467790
5770	31	4.0	1003329978
874	15	3.5	1212901003
654	21	3.0	1161200035
2505	20	2.0	976676622
5636	21	2.0	1233375941
4734	17	3.0	1030225934
6478	55	2.0	1112412012
330	131	3.0	1257906907
4559	6	4.0	1317332842
7771	36	4.5	1254088945
10273	16	4.0	1224004296
4879	22	5.0	1170415699
6596	26	5.0	957653050
10345	19	3.0	1030651271
2175	34	4.5	1074309448
1657	31	3.5	1136247207
9287	16	2.0	1368871614
10299	4	4.0	1058122008
1904	174	4.0	1121176131
7801	5	0.5	1422676490
8692	26	3.0	850434610
7721	22	3.5	1414870005
3588	28	3.5	1056698919
102	30	5.0	1116355951
362	53	3.0	989159977
4566	63	4.0	1018762734
10804	75	4.0	1108159698
8223	61	2.0	1077678254
6072	55	3.0	1299434027
4172	55	2.5	1408999262
6606	81	3.5	1111893466
5525	3	3.5	1209147716
8310	43	3.5	1167718980
4059	0	3.0	1338048934
7740	4	4.0	1382504780
10496	10	5.0	969589345
3965	12	4.0	1054448247
9725	56	2.5	1070610927
9099	12	4.5	1332046678
10855	10	2.0	976696929
1981	3	5.0	1320656475
10846	75	3.0	960831138
10539	21	5.0	1004258252
8223	106	3.5	1138406768
600	20	4.0	1198337205
5727	4	3.5	1415985475
2667	76	3.0	1028779858
3690	57	3.0	1138137406
10540	57	1.0	1018306745
4308	34	4.0	1041462960
2148	18	4.5	1078443362
4739	84	3.5	1203960495
9484	22	2.0	970644633
10327	22	3.5	1367498984
5126	23	3.5	1126989074
494	22	2.5	1279558801
1214	3	4.0	1219326538
8792	21	3.0	930636569
8820	19	4.0	1174516553
287	132	1.0	974663405
8034	39	4.0	1220055724
4014	40	5.0	1331569530
1612	33	4.5	1132543727
4642	8	3.0	1201190989
3177	12	5.0	1006319051
2821	53	1.0	1186509294
1473	56	1.0	1220641971
5195	9	2.0	968422252
5916	43	4.0	1148793825
3210	132	1.5	1098988536
2030	38	3.0	1407726594
5871	57	2.0	1111736824
7514	4	4.5	1205191671
2974	12	5.0	956706251
7736	54	3.0	992793633
10080	3	4.5	1094711290
6424	10	4.0	1331762314
1553	219	3.5	1308047195
7933	58	3.0	1106491346
10771	18	4.0	940725083
2408	5	3.0	1332999078
763	198	1.0	974297231
4249	3	4.0	997390449
4721	33	5.0	956429737
7111	74	3.0	943020483
7339	8	2.0	959305229
3460	57	2.5	1233577491
6477	29	2.0	955831405
9262	31	3.5	1185320488
6938	39	3.0	1212078162
3356	69	2.0	963252866
172	143	1.0	1246636194
3498	34	4.0	963830630
6972	28	3.0	1019688126
7056	12	5.0	1111474513
1719	22	3.5	1078891104
3276	98	4.0	1138162684
5367	29	5.0	1091428859
10915	57	2.0	1048746309
3485	108	5.0	1141493615
8176	40	4.0	1383965344
10955	57	3.5	1134700964
9081	54	4.0	1001691487
4282	54	3.0	1049129685
9066	18	4.5	1105332890
3380	16	2.0	1010449703
3963	6	3.0	1303496842
1732	3	4.0	1271107039
7558	10	5.0	1025974639
10272	84	1.0	1214868594
8855	93	4.0	1045417740
149	19	4.0	1124305851
1189	16	3.0	1144111309
7173	36	2.5	1288986827
10781	163	2.0	1321199089
10025	52	1.0	1053946529
10718	19	4.0	1196699613
264	12	5.0	1019489661
9843	80	3.0	1121035696
6354	28	4.0	1111543699
2825	1	5.0	941558372
2217	28	2.0	1090001041
10532	4	4.5	1148231285
7188	4	3.5	1230930754
7582	21	2.0	898001628
5619	2	3.0	1258370821
11066	29	4.0	1413932888
8527	123	4.0	1276456239
3715	40	4.0	879680694
6990	56	3.0	975139891
6728	1	0.5	1370461195
3796	112	2.0	1166650362
8451	33	4.0	1123468134
1363	30	3.0	1125777659
4595	23	4.0	965711164
1627	56	1.0	1039755753
8736	20	2.5	1187472752
522	3	3.5	1112844937
9745	28	3.5	1118428995
6954	54	3.0	1156532793
10920	57	1.5	1176892187
8803	14	5.0	953401185
7531	38	5.0	1415655944
4982	15	3.0	1155741503
338	201	4.0	1281476879
979	155	4.5	1409440246
2395	18	4.0	1331976442
4121	108	0.5	1290514722
2655	40	5.0	851632727
3711	269	3.5	1346208967
5858	17	2.5	1117469610
3693	46	3.5	1296194237
3035	95	1.0	1107538297
5892	33	5.0	918363660
2225	8	3.5	1427059253
6127	52	3.0	1420692409
2694	111	4.0	1130351712
6761	10	4.0	1229618050
6319	3	5.0	997900041
7945	20	2.5	1201463660
5940	28	1.0	1141786420
7247	56	3.0	1104780051
2059	4	3.5	1210702193
2218	57	2.5	1056692789
10970	8	3.0	1172189433
7551	32	4.0	1047499871
5900	69	2.0	1073177319
454	8	1.5	1217410632
545	22	3.5	1128553421
7353	29	3.5	1318584258
6924	4	4.0	1132833159
8215	108	3.5	1101067425
11072	6	3.5	1232102342
3613	27	3.5	1405268827
4000	35	3.5	1398724169
4433	46	4.0	946503144
10368	12	1.0	940885425
10876	12	5.0	975898673
5005	10	4.0	1084816341
4806	170	3.5	1218241726
10719	81	4.0	1260064937
5894	19	4.5	1094083385
5552	6	2.0	1168460493
2290	57	2.0	1013152419
2371	196	1.0	1420463085
9663	17	4.0	1017927092
8298	6	2.0	1325933786
2766	12	5.0	1073504382
11071	17	4.0	1044729360
3296	29	3.0	1303790982
766	3	4.5	1287258592
8393	36	2.0	1293480111
8317	40	5.0	1282833340
880	167	3.5	1302754496
4494	10	4.0	1024212326
1334	30	4.0	1101687344
9702	26	5.0	979678485
6005	18	3.0	1010624571
9152	31	4.0	1062744561
2146	6	2.5	1184578458
9447	20	3.0	1160716249
8431	61	5.0	980039160
10165	23	4.0	1001535472
1849	61	3.0	831670498
5235	33	4.5	1156565430
8821	50	4.0	1049742806
3127	8	3.5	1309682952
3086	26	4.0	947897741
933	46	5.0	975560479
7797	18	5.0	1247156808
9211	86	3.0	1424748627
8742	22	4.5	1243559772
113	20	4.0	1044997034
6402	14	4.0	1093575851
2876	70	2.5	1072756688
6806	46	4.0	1085425753
1290	33	4.0	1231988935
8356	19	3.5	1133495791
6430	59	3.0	1009147459
8156	46	5.0	1165842387
6905	12	5.0	975228175
5923	34	4.0	1042421887
3702	28	1.0	953761341
754	29	3.0	1009069988
7485	20	0.5	1413370502
1433	29	3.0	913350660
7986	3	3.0	1127337147
9440	8	4.0	1178027464
1480	163	3.5	1165619867
4179	43	5.0	1181944709
7009	38	4.5	1416160604
9637	64	4.0	1059819922
7976	20	4.0	1115406109
4072	10	4.5	1203461625
9753	28	4.0	975212679
6719	20	3.0	846424613
4180	38	3.5	1416753743
1479	3	3.0	959874567
4640	10	3.5	1120448108
7395	23	3.0	840384700
8283	9	4.0	970340284
137	3	2.0	1418934424
9664	13	4.5	1109281355
1624	22	4.0	1096428090
6667	30	4.0	1144035965
9632	14	4.0	953705537
6418	22	3.0	977596505
4634	79	3.0	974611843
8405	151	2.0	1358737249
5414	33	3.0	1116367058
9803	4	5.0	1122163106
5279	57	2.0	1006237011
10106	30	3.0	1329848502
2005	98	3.0	1112098104
471	86	3.0	1415813930
10626	170	3.0	1233782795
9444	38	5.0	1417312386
1824	17	3.0	1043120383
572	57	1.0	1298780626
593	17	4.0	1331232658
3591	17	4.0	1368577845
3365	18	3.5	1343775978
8732	10	2.0	1122735239
5892	91	2.0	918365291
5638	104	3.0	1193711259
7355	33	5.0	1009881628
1992	61	2.5	1112408539
5228	8	4.0	1112248969
6207	14	3.0	1086586450
9124	49	5.0	887410379
6357	179	4.5	1144261052
10797	8	3.5	1108147031
7025	40	5.0	1050215797
2435	28	3.0	1124637080
6945	8	4.5	1120991926
5220	17	0.5	1053173814
8964	32	3.5	1371621782
2418	28	4.0	958273144
8964	4	4.0	1352885370
2332	10	4.0	1238701080
1321	29	4.0	1020465035
635	31	4.0	953168609
4779	12	4.5	1090963266
8719	84	4.0	1416325388
7677	228	3.0	1073661531
10946	161	1.5	1193159638
231	19	4.5	1097360330
9446	19	3.5	1360260147
6685	57	1.0	1419369248
1539	12	2.0	1101443628
